"d" "date" "P" "ETpot" "Qobs" "fXG" "fXS" "hSmin" "dGobs" "ETact" "Q" "fGS" "fQS" "dV" "dVeq" "dG" "hQ" "hS" "W"
1324929600 20111226200000 0 0 0.0714 0 0 0 0 0 0.0752 0.05 0.018 105.44 104.72 944.2 0.16 105.3 0.4574
1324933200 20111226210000 0 0 0.0703 0 0 0 0 0 0.0744 0.0501 0.0162 105.49 104.75 944.38 0.15 104.48 0.457
1324936800 20111226220000 0 0 0.0698 0 0 0 0 0 0.0735 0.0501 0.0145 105.54 104.78 944.56 0.13 103.6 0.4566
1324940400 20111226230000 0 0 0.0692 0 0 0 0 0 0.0726 0.0502 0.0131 105.59 104.81 944.75 0.12 102.66 0.4562
1324944000 20111227000000 0 0 0.0687 0 0 0 0 0 0.0716 0.0503 0.0117 105.64 104.85 944.94 0.11 101.7 0.4558
1324947600 20111227010000 0 0 0.0687 0 0 0 0 0 0.0706 0.0503 0.0106 105.69 104.88 945.14 0.09 100.73 0.4554
1324951200 20111227020000 0 0 0.0681 0 0 0 0 0 0.0696 0.0504 0.0095 105.74 104.91 945.34 0.09 99.76 0.455
1324954800 20111227030000 0 0 0.0676 0 0 0 0 0 0.0686 0.0505 0.0085 105.79 104.95 945.55 0.08 98.8 0.4546
1324958400 20111227040000 0 0 0.0676 0 0 0 0 0 0.0676 0.0505 0.0077 105.84 104.99 945.76 0.07 97.85 0.4542
1324962000 20111227050000 0 0 0.067 0 0 0 0 0 0.0666 0.0506 0.0069 105.89 105.02 945.97 0.06 96.94 0.4538
1324965600 20111227060000 0 0 0.0665 0 0 0 0 0 0.0657 0.0506 0.0062 105.94 105.06 946.19 0.06 96.05 0.4534
1324969200 20111227070000 0 0 0.0654 0 0 0 0 0 0.0648 0.0507 0.0056 106 105.1 946.41 0.05 95.2 0.453
1324972800 20111227080000 0 0 0.0648 0 0 0 0 0 0.064 0.0508 0.005 106.05 105.14 946.64 0.05 94.38 0.4526
1324976400 20111227090000 0 0.0032 0.0642 0 0 0 0 0.0032 0.0631 0.0508 0.0045 106.1 105.17 946.87 0.04 93.59 0.4521
1324980000 20111227100000 0 0.0079 0.0637 0 0 0 0 0.0079 0.0623 0.0508 0.0041 106.16 105.21 947.1 0.04 92.84 0.4517
1324983600 20111227110000 0 0.0127 0.0626 0 0 0 0 0.0127 0.0616 0.0509 0.0036 106.23 105.25 947.34 0.03 92.12 0.4512
1324987200 20111227120000 0 0.0222 0.0615 0 0 0 0 0.0221 0.0609 0.0509 0.0033 106.3 105.3 947.58 0.03 91.43 0.4506
1324990800 20111227130000 0 0.0254 0.0615 0 0 0 0 0.0253 0.0602 0.0509 0.0029 106.38 105.34 947.83 0.03 90.77 0.45
1324994400 20111227140000 0 0.019 0.0609 0 0 0 0 0.0189 0.0595 0.051 0.0026 106.45 105.38 948.09 0.02 90.16 0.4495
1324998000 20111227150000 0 0.0079 0.0604 0 0 0 0 0.0079 0.0589 0.051 0.0024 106.51 105.43 948.35 0.02 89.59 0.449
1325001600 20111227160000 0 0.0016 0.0604 0 0 0 0 0.0016 0.0584 0.051 0.0021 106.56 105.47 948.62 0.02 89.06 0.4486
1325005200 20111227170000 0 0 0.0598 0 0 0 0 0 0.0579 0.051 0.0019 106.61 105.52 948.9 0.02 88.56 0.4482
1325008800 20111227180000 0 0 0.0593 0 0 0 0 0 0.0574 0.051 0.0017 106.66 105.57 949.17 0.02 88.1 0.4478
1325012400 20111227190000 0 0 0.0593 0 0 0 0 0 0.0569 0.051 0.0016 106.71 105.61 949.44 0.01 87.66 0.4474
1325016000 20111227200000 0 0 0.0587 0 0 0 0 0 0.0565 0.051 0.0014 106.76 105.66 949.72 0.01 87.24 0.447
1325019600 20111227210000 0 0 0.0582 0 0 0 0 0 0.0561 0.051 0.0013 106.82 105.71 949.99 0.01 86.85 0.4466
1325023200 20111227220000 0 0 0.0576 0 0 0 0 0 0.0557 0.0509 0.0011 106.87 105.75 950.27 0.01 86.49 0.4462
1325026800 20111227230000 0 0 0.0576 0 0 0 0 0 0.0554 0.0509 0.001 106.92 105.8 950.55 0.01 86.14 0.4458
1325030400 20111228000000 0 0 0.057 0 0 0 0 0 0.0551 0.0509 0.0009 106.97 105.85 950.83 0.01 85.82 0.4454
1325034000 20111228010000 0 0 0.057 0 0 0 0 0 0.0547 0.0509 0.0008 107.02 105.9 951.11 0.01 85.52 0.445
1325037600 20111228020000 0 0 0.057 0 0 0 0 0 0.0545 0.0509 0.0007 107.07 105.95 951.39 0.01 85.23 0.4446
1325041200 20111228030000 0 0 0.057 0 0 0 0 0 0.0542 0.0508 0.0007 107.12 105.99 951.67 0.01 84.97 0.4442
1325044800 20111228040000 0 0 0.057 0 0 0 0 0 0.0539 0.0508 0.0006 107.18 106.04 951.95 0.01 84.72 0.4438
1325048400 20111228050000 0 0 0.0565 0 0 0 0 0 0.0537 0.0508 0.0005 107.23 106.09 952.24 0 84.48 0.4434
1325052000 20111228060000 0 0 0.057 0 0 0 0 0 0.0535 0.0508 0.0005 107.28 106.14 952.52 0 84.26 0.443
1325055600 20111228070000 0 0 0.0576 0 0 0 0 0 0.0533 0.0507 0.0004 107.33 106.19 952.81 0 84.05 0.4426
1325059200 20111228080000 0 0.0013 0.0576 0 0 0 0 0.0013 0.0531 0.0507 0.0004 107.38 106.24 953.09 0 83.85 0.4422
1325062800 20111228090000 0 0.0154 0.057 0 0 0 0 0.0154 0.0529 0.0507 0.0003 107.45 106.28 953.38 0 83.65 0.4416
1325066400 20111228100000 0 0.0154 0.057 0 0 0 0 0.0154 0.0527 0.0506 0.0003 107.51 106.33 953.67 0 83.46 0.4411
1325070000 20111228110000 0 0.0167 0.0559 0 0 0 0 0.0167 0.0525 0.0506 0.0003 107.58 106.38 953.96 0 83.28 0.4406
1325073600 20111228120000 0 0.0205 0.0554 0 0 0 0 0.0204 0.0523 0.0505 0.0003 107.65 106.44 954.26 0 83.1 0.44
1325077200 20111228130000 0 0.0154 0.0548 0 0 0 0 0.0154 0.0522 0.0505 0.0002 107.72 106.49 954.57 0 82.94 0.4395
1325080800 20111228140000 0 0.0103 0.0548 0 0 0 0 0.0103 0.052 0.0505 0.0002 107.78 106.54 954.88 0 82.8 0.439
1325084400 20111228150000 0 0.0051 0.0543 0 0 0 0 0.0051 0.0519 0.0504 0.0002 107.84 106.59 955.19 0 82.66 0.4386
1325088000 20111228160000 0 0 0.0548 0 0 0 0 0 0.0517 0.0504 0.0002 107.89 106.65 955.5 0 82.54 0.4382
1325091600 20111228170000 0 0 0.0543 0 0 0 0 0 0.0516 0.0503 0.0001 107.94 106.7 955.81 0 82.42 0.4378
1325095200 20111228180000 0 0 0.0543 0 0 0 0 0 0.0515 0.0503 0.0001 107.99 106.75 956.12 0 82.31 0.4374
1325098800 20111228190000 0 0 0.0532 0 0 0 0 0 0.0514 0.0502 0.0001 108.04 106.81 956.43 0 82.2 0.437
1325102400 20111228200000 0.1 0 0.0526 0 0 0 0 0 0.0513 0.0502 0.0001 108.04 106.86 956.74 0.04 82.2 0.4371
1325106000 20111228210000 0.1 0 0.0526 0 0 0 0 0 0.0513 0.0501 0.0045 108.03 106.91 957.03 0.08 82.62 0.4371
1325109600 20111228220000 0 0 0.0526 0 0 0 0 0 0.0517 0.05 0.0084 108.08 106.96 957.31 0.08 83.29 0.4367
1325113200 20111228230000 0 0 0.0521 0 0 0 0 0 0.0523 0.0499 0.0075 108.13 107 957.59 0.07 83.8 0.4363
1325116800 20111229000000 0 0 0.0515 0 0 0 0 0 0.0528 0.0498 0.0068 108.18 107.05 957.87 0.06 84.17 0.4359
1325120400 20111229010000 0 0 0.051 0 0 0 0 0 0.0532 0.0497 0.0061 108.23 107.1 958.15 0.05 84.43 0.4355
1325124000 20111229020000 0 0 0.0504 0 0 0 0 0 0.0534 0.0496 0.0055 108.28 107.15 958.44 0.05 84.59 0.4351
1325127600 20111229030000 0 0 0.0498 0 0 0 0 0 0.0536 0.0495 0.0049 108.33 107.2 958.72 0.04 84.67 0.4348
1325131200 20111229040000 0 0 0.0493 0 0 0 0 0 0.0536 0.0494 0.0044 108.38 107.25 959 0.04 84.7 0.4344
1325134800 20111229050000 0 0 0.0487 0 0 0 0 0 0.0537 0.0494 0.004 108.43 107.29 959.29 0.04 84.66 0.434
1325138400 20111229060000 0 0 0.0482 0 0 0 0 0 0.0536 0.0493 0.0036 108.48 107.34 959.57 0.03 84.59 0.4336
1325142000 20111229070000 0 0 0.0482 0 0 0 0 0 0.0536 0.0493 0.0032 108.53 107.39 959.85 0.03 84.48 0.4332
1325145600 20111229080000 0 0.0009 0.0471 0 0 0 0 0.0009 0.0535 0.0492 0.0029 108.58 107.44 960.14 0.03 84.35 0.4328
1325149200 20111229090000 0 0.0079 0.0471 0 0 0 0 0.0079 0.0533 0.0492 0.0026 108.64 107.49 960.42 0.02 84.18 0.4324
1325152800 20111229100000 0 0.014 0.0465 0 0 0 0 0.014 0.0532 0.0491 0.0023 108.7 107.54 960.71 0.02 84 0.4319
1325156400 20111229110000 0 0.0289 0.0449 0 0 0 0 0.0288 0.053 0.0491 0.0021 108.78 107.59 961 0.02 83.79 0.4313
1325160000 20111229120000 0 0.0246 0.0454 0 0 0 0 0.0245 0.0528 0.0491 0.0019 108.85 107.64 961.3 0.02 83.58 0.4307
1325163600 20111229130000 0.2 0.0114 0.0454 0 0 0 0 0.0114 0.0526 0.049 0.0017 108.8 107.69 961.6 0.1 83.58 0.4311
1325167200 20111229140000 0.4 0.007 0.046 0 0 0 0 0.007 0.0526 0.049 0.0101 108.63 107.74 961.88 0.26 84.62 0.4324
1325170800 20111229150000 0.4 0.0044 0.0471 0 0 0 0 0.0044 0.0536 0.0488 0.0264 108.46 107.78 962.1 0.41 87.18 0.4338
1325174400 20111229160000 0.1 0.0009 0.0482 0 0 0 0 0.0009 0.056 0.0485 0.041 108.45 107.81 962.27 0.41 90.62 0.4338
1325178000 20111229170000 0.3 0 0.0487 0 0 0 0 0 0.0594 0.0481 0.0412 108.33 107.83 962.43 0.5 93.91 0.4348
1325181600 20111229180000 0.7 0 0.0493 0 0 0 0 0 0.0627 0.0477 0.05 107.98 107.86 962.56 0.75 98.12 0.4375
1325185200 20111229190000 0.4 0 0.0515 0 0 0 0 0 0.0669 0.0472 0.0754 107.8 107.86 962.59 0.85 104.09 0.4389
1325188800 20111229200000 0.7 0 0.0548 0 0 0 0 0 0.0731 0.0466 0.0853 107.46 107.86 962.58 1.07 110.66 0.4416
1325192400 20111229210000 1.4 0 0.0582 0 0 0 0 0 0.0802 0.0459 0.1074 106.72 107.84 962.48 1.58 119.38 0.4473
1325196000 20111229220000 0 0 0.0659 0 0 0 0 0 0.093 0.0447 0.1544 106.77 107.79 962.2 1.43 129.98 0.4469
1325199600 20111229230000 0 0 0.0742 0 0 0 0 0 0.102 0.0439 0.1428 106.81 107.75 961.95 1.28 138.44 0.4466
1325203200 20111230000000 0 0 0.0781 0 0 0 0 0 0.1122 0.043 0.1284 106.86 107.71 961.71 1.15 144.36 0.4463
1325206800 20111230010000 0.3 0 0.082 0 0 0 0 0 0.1194 0.0424 0.1154 106.73 107.67 961.5 1.17 148.5 0.4472
1325210400 20111230020000 0 0 0.0853 0 0 0 0 0 0.1246 0.042 0.1171 106.78 107.63 961.26 1.05 151.95 0.4469
1325214000 20111230030000 0.5 0 0.0864 0 0 0 0 0 0.129 0.0417 0.1053 106.54 107.6 961.05 1.17 154.25 0.4487
1325217600 20111230040000 0 0 0.0875 0 0 0 0 0 0.1319 0.0415 0.117 106.58 107.55 960.78 1.05 156.91 0.4484
1325221200 20111230050000 0 0 0.0875 0 0 0 0 0 0.1353 0.0412 0.1052 106.62 107.51 960.54 0.95 158.02 0.4481
1325224800 20111230060000 0 0 0.0875 0 0 0 0 0 0.1368 0.0412 0.0946 106.67 107.47 960.32 0.85 157.91 0.4477
1325228400 20111230070000 0 0 0.087 0 0 0 0 0 0.1366 0.0412 0.085 106.71 107.44 960.12 0.76 156.87 0.4474
1325232000 20111230080000 0 0 0.0858 0 0 0 0 0 0.1353 0.0414 0.0764 106.75 107.41 959.94 0.69 155.12 0.4471
1325235600 20111230090000 0 0.0137 0.0842 0 0 0 0 0.0137 0.133 0.0416 0.0687 106.8 107.38 959.77 0.62 152.83 0.4467
1325239200 20111230100000 0 0.0365 0.082 0 0 0 0 0.0364 0.1301 0.0419 0.0618 106.88 107.35 959.63 0.56 150.15 0.446
1325242800 20111230110000 0 0.0662 0.0798 0 0 0 0 0.066 0.1267 0.0422 0.0555 106.99 107.33 959.51 0.5 147.18 0.4452
1325246400 20111230120000 0 0.0696 0.077 0 0 0 0 0.0694 0.1229 0.0425 0.0499 107.1 107.32 959.43 0.45 144.06 0.4443
1325250000 20111230130000 0 0.057 0.0759 0 0 0 0 0.0568 0.1191 0.0429 0.0449 107.2 107.31 959.37 0.4 140.87 0.4435
1325253600 20111230140000 0 0.0342 0.0737 0 0 0 0 0.0341 0.1151 0.0432 0.0403 107.28 107.31 959.35 0.36 137.68 0.4429
1325257200 20111230150000 0 0.0217 0.0731 0 0 0 0 0.0216 0.1112 0.0436 0.0363 107.35 107.3 959.34 0.33 134.52 0.4424
1325260800 20111230160000 0 0.0011 0.072 0 0 0 0 0.0011 0.1074 0.0439 0.0326 107.39 107.31 959.35 0.29 131.43 0.4421
1325264400 20111230170000 0 0 0.0703 0 0 0 0 0 0.1037 0.0442 0.0293 107.44 107.31 959.37 0.26 128.41 0.4417
1325268000 20111230180000 0 0 0.0692 0 0 0 0 0 0.1002 0.0446 0.0263 107.48 107.32 959.41 0.24 125.49 0.4414
1325271600 20111230190000 0 0 0.0676 0 0 0 0 0 0.0968 0.0449 0.0237 107.53 107.32 959.45 0.21 122.66 0.441
1325275200 20111230200000 0 0 0.0665 0 0 0 0 0 0.0935 0.0452 0.0213 107.57 107.33 959.5 0.19 119.96 0.4407
1325278800 20111230210000 0.1 0 0.0654 0 0 0 0 0 0.0905 0.0455 0.0191 107.56 107.34 959.56 0.22 117.47 0.4407
1325282400 20111230220000 0 0 0.0648 0 0 0 0 0 0.0877 0.0457 0.0216 107.61 107.35 959.61 0.19 115.44 0.4404
1325286000 20111230230000 0 0 0.0642 0 0 0 0 0 0.0854 0.0459 0.0194 107.66 107.36 959.68 0.17 113.43 0.44
1325289600 20111231000000 0 0 0.0631 0 0 0 0 0 0.0832 0.0461 0.0175 107.7 107.37 959.75 0.16 111.48 0.4396
1325293200 20111231010000 0 0 0.0631 0 0 0 0 0 0.081 0.0463 0.0157 107.75 107.39 959.84 0.14 109.58 0.4393
1325296800 20111231020000 0 0 0.0626 0 0 0 0 0 0.079 0.0465 0.0141 107.8 107.4 959.93 0.13 107.74 0.4389
1325300400 20111231030000 0.1 0 0.062 0 0 0 0 0 0.077 0.0467 0.0127 107.79 107.42 960.02 0.16 106.08 0.439
1325304000 20111231040000 0.5 0 0.062 0 0 0 0 0 0.0752 0.0469 0.0158 107.55 107.44 960.12 0.36 105.32 0.4408
1325307600 20111231050000 0.7 0 0.0615 0 0 0 0 0 0.0744 0.0469 0.0362 107.21 107.44 960.15 0.63 106.89 0.4435
1325311200 20111231060000 1.4 0 0.0642 0 0 0 0 0 0.0761 0.0467 0.0634 106.48 107.43 960.09 1.19 111.69 0.4492
1325314800 20111231070000 0.1 0 0.0698 0 0 0 0 0 0.0813 0.0462 0.119 106.47 107.39 959.85 1.12 120.19 0.4493
1325318400 20111231080000 0.1 0 0.0737 0 0 0 0 0 0.0907 0.0454 0.1115 106.46 107.35 959.62 1.05 126.91 0.4493
1325322000 20111231090000 0.2 0.0053 0.0775 0 0 0 0 0.0053 0.0984 0.0447 0.1047 106.4 107.31 959.4 1.03 132.2 0.4498
1325325600 20111231100000 0.5 0.0118 0.0825 0 0 0 0 0.0118 0.1047 0.0442 0.1031 106.18 107.27 959.17 1.15 136.95 0.4515
1325329200 20111231110000 0 0.0184 0.087 0 0 0 0 0.0183 0.1104 0.0437 0.1152 106.25 107.23 958.9 1.04 141.79 0.451
1325332800 20111231120000 0 0.0224 0.0903 0 0 0 0 0.0223 0.1163 0.0432 0.1036 106.31 107.19 958.65 0.93 144.82 0.4505
1325336400 20111231130000 0.3 0.0171 0.093 0 0 0 0 0.0171 0.12 0.0429 0.0931 106.21 107.15 958.43 0.97 146.71 0.4513
1325340000 20111231140000 0.3 0.0171 0.0958 0 0 0 0 0.0171 0.1224 0.0428 0.0972 106.1 107.11 958.2 1.01 148.76 0.4521
1325343600 20111231150000 0.2 0.0066 0.098 0 0 0 0 0.0066 0.1249 0.0426 0.1009 106.04 107.07 957.94 1 150.81 0.4526
1325347200 20111231160000 0.3 0.0013 0.1002 0 0 0 0 0.0013 0.1275 0.0424 0.0998 105.92 107.02 957.69 1.03 152.58 0.4536
1325350800 20111231170000 0 0 0.1025 0 0 0 0 0 0.1298 0.0423 0.1033 105.97 106.97 957.41 0.93 154.16 0.4532
1325354400 20111231180000 0 0 0.103 0 0 0 0 0 0.1318 0.0422 0.0929 106.01 106.93 957.16 0.83 154.48 0.4529
1325358000 20111231190000 0 0 0.103 0 0 0 0 0 0.1322 0.0422 0.0835 106.05 106.89 956.93 0.75 153.83 0.4526
1325361600 20111231200000 0 0 0.103 0 0 0 0 0 0.1314 0.0423 0.075 106.09 106.86 956.72 0.67 152.42 0.4522
1325365200 20111231210000 0 0 0.1025 0 0 0 0 0 0.1296 0.0425 0.0675 106.14 106.82 956.53 0.61 150.46 0.4519
1325368800 20111231220000 0.5 0 0.1014 0 0 0 0 0 0.1271 0.0427 0.0607 105.91 106.79 956.36 0.77 148.59 0.4537
1325372400 20111231230000 0.3 0 0.1008 0 0 0 0 0 0.1247 0.043 0.0771 105.78 106.76 956.14 0.83 148.42 0.4546
1325376000 20120101000000 0 0 0.1008 0 0 0 0 0 0.1245 0.043 0.0829 105.83 106.71 955.89 0.75 148.57 0.4543
1325379600 20120101010000 0 0 0.1014 0 0 0 0 0 0.1247 0.043 0.0746 105.87 106.68 955.67 0.67 147.86 0.454
1325383200 20120101020000 0.3 0 0.1014 0 0 0 0 0 0.1238 0.0432 0.067 105.75 106.64 955.47 0.74 146.8 0.4549
1325386800 20120101030000 0.2 0 0.1019 0 0 0 0 0 0.1225 0.0433 0.0739 105.69 106.6 955.25 0.76 146.47 0.4554
1325390400 20120101040000 0.2 0 0.103 0 0 0 0 0 0.1221 0.0434 0.0755 105.62 106.56 955.02 0.77 146.36 0.4559
1325394000 20120101050000 1.2 0 0.1052 0 0 0 0 0 0.1219 0.0434 0.077 105.01 106.52 954.78 1.24 147.41 0.4607
1325397600 20120101060000 0.1 0 0.1102 0 0 0 0 0 0.1232 0.0434 0.1239 105 106.46 954.4 1.16 151.92 0.4608
1325401200 20120101070000 0.1 0 0.1169 0 0 0 0 0 0.1289 0.043 0.116 104.99 106.4 954.04 1.09 155.02 0.4608
1325404800 20120101080000 0.3 0 0.1218 0 0 0 0 0 0.1329 0.0427 0.1089 104.87 106.34 953.69 1.12 157.19 0.4618
1325408400 20120101090000 1.1 0.0069 0.1252 0 0 0 0 0.0069 0.1357 0.0425 0.1117 104.33 106.28 953.32 1.51 160.14 0.466
1325412000 20120101100000 0.2 0.0125 0.1318 0 0 0 0 0.0125 0.1395 0.0423 0.1512 104.28 106.19 952.83 1.45 165.72 0.4664
1325415600 20120101110000 0.1 0.0167 0.1385 0 0 0 0 0.0167 0.1469 0.0417 0.1453 104.28 106.11 952.36 1.35 169.82 0.4664
1325419200 20120101120000 0.3 0.0181 0.1423 0 0 0 0 0.0181 0.1524 0.0414 0.1353 104.18 106.03 951.9 1.36 172.53 0.4672
1325422800 20120101130000 0 0.0236 0.1462 0 0 0 0 0.0235 0.156 0.0412 0.1356 104.25 105.95 951.44 1.22 174.58 0.4667
1325426400 20120101140000 0.3 0.0153 0.1484 0 0 0 0 0.0153 0.1588 0.041 0.1219 104.15 105.88 951.01 1.24 175.28 0.4675
1325430000 20120101150000 0.6 0.0056 0.1495 0 0 0 0 0.0056 0.1598 0.041 0.1236 103.87 105.81 950.58 1.39 176.36 0.4696
1325433600 20120101160000 0.1 0.0014 0.1518 0 0 0 0 0.0014 0.1613 0.041 0.1392 103.86 105.72 950.09 1.3 178.34 0.4697
1325437200 20120101170000 0.2 0 0.1534 0 0 0 0 0 0.164 0.0409 0.1298 103.8 105.64 949.63 1.26 179.21 0.4702
1325440800 20120101180000 0.3 0 0.154 0 0 0 0 0 0.1652 0.0409 0.1261 103.68 105.57 949.17 1.27 179.68 0.4711
1325444400 20120101190000 0.3 0 0.1567 0 0 0 0 0 0.1658 0.0409 0.1274 103.56 105.49 948.7 1.29 180.23 0.472
1325448000 20120101200000 0.3 0 0.1595 0 0 0 0 0 0.1666 0.0409 0.1287 103.45 105.4 948.22 1.3 180.84 0.4729
1325451600 20120101210000 0.1 0 0.1628 0 0 0 0 0 0.1674 0.0409 0.1299 103.43 105.32 947.73 1.21 181.27 0.473
1325455200 20120101220000 0.4 0 0.1645 0 0 0 0 0 0.168 0.041 0.1215 103.27 105.24 947.25 1.28 181.11 0.4744
1325458800 20120101230000 1 0 0.1667 0 0 0 0 0 0.1678 0.0411 0.1281 102.78 105.16 946.76 1.63 182.25 0.4782
1325462400 20120102000000 1.6 0 0.1717 0 0 0 0 0 0.1694 0.041 0.1626 101.99 105.05 946.17 2.23 187.28 0.4844
1325466000 20120102010000 1.4 0 0.1933 0 0 0 0 0 0.1801 0.0404 0.234 101.31 104.92 945.37 2.67 198.11 0.4897
1325469600 20120102020000 0.1 0 0.2282 0 0 0 0 0 0.1962 0.0393 0.2615 101.3 104.77 944.47 2.46 208.67 0.4898
1325473200 20120102030000 0.1 0 0.2553 0 0 0 0 0 0.2105 0.0384 0.2406 101.29 104.62 943.61 2.26 215.62 0.4899
1325476800 20120102040000 1.3 0 0.2647 0 0 0 0 0 0.2202 0.0378 0.2364 100.66 104.47 942.75 2.66 222.31 0.4948
1325480400 20120102050000 5.7 0 0.2725 0 0 0 0 0 0.2358 0.0368 0.3454 97.86 104.28 941.59 5.17 242.66 0.5168
1325484000 20120102060000 0 0 0.3423 0 0 0 0 0 0.2753 0.0343 0.5003 97.89 104.01 940.01 4.67 268.58 0.5165
1325487600 20120102070000 0 0 0.3977 0 0 0 0 0 0.3114 0.0322 0.4549 97.93 103.75 938.5 4.21 286.14 0.5163
1325491200 20120102080000 0 0 0.4004 0 0 0 0 0 0.3385 0.0307 0.4101 97.96 103.51 937.06 3.79 296.37 0.516
1325494800 20120102090000 0 0.0089 0.381 0 0 0 0 0.0089 0.3539 0.0299 0.3697 98 103.27 935.69 3.42 300.94 0.5157
1325498400 20120102100000 0 0.0327 0.3517 0 0 0 0 0.0326 0.36 0.0297 0.3333 98.06 103.05 934.39 3.08 301.22 0.5152
1325502000 20120102110000 0 0.0683 0.3162 0 0 0 0 0.0681 0.3589 0.03 0.3005 98.16 102.84 933.16 2.78 298.31 0.5145
1325505600 20120102120000 0 0.0639 0.2891 0 0 0 0 0.0637 0.3527 0.0306 0.2709 98.25 102.65 932.01 2.51 293.13 0.5137
1325509200 20120102130000 0 0.0624 0.2675 0 0 0 0 0.0623 0.3427 0.0315 0.2442 98.35 102.46 930.93 2.26 286.37 0.513
1325512800 20120102140000 0 0.0416 0.2509 0 0 0 0 0.0415 0.3304 0.0324 0.2202 98.42 102.29 929.91 2.04 278.55 0.5124
1325516400 20120102150000 0 0.0193 0.237 0 0 0 0 0.0193 0.3165 0.0335 0.1985 98.47 102.13 928.96 1.84 270.09 0.512
1325520000 20120102160000 0 0.003 0.2238 0 0 0 0 0.003 0.3019 0.0347 0.179 98.51 101.98 928.06 1.66 261.26 0.5117
1325523600 20120102170000 0 0 0.2138 0 0 0 0 0 0.287 0.0358 0.1614 98.55 101.83 927.2 1.49 252.27 0.5114
1325527200 20120102180000 0 0 0.2049 0 0 0 0 0 0.2722 0.037 0.1455 98.58 101.7 926.39 1.35 243.3 0.5111
1325530800 20120102190000 0 0 0.1983 0 0 0 0 0 0.2577 0.0382 0.1311 98.62 101.57 925.62 1.21 234.46 0.5108
1325534400 20120102200000 0 0 0.1905 0 0 0 0 0 0.2438 0.0393 0.1182 98.66 101.44 924.9 1.09 225.84 0.5105
1325538000 20120102210000 0 0 0.1828 0 0 0 0 0 0.2304 0.0404 0.1066 98.7 101.33 924.21 0.99 217.5 0.5102
1325541600 20120102220000 0 0 0.1756 0 0 0 0 0 0.2178 0.0415 0.0961 98.75 101.22 923.57 0.89 209.48 0.5098
1325545200 20120102230000 0 0 0.1695 0 0 0 0 0 0.2059 0.0426 0.0866 98.79 101.12 922.96 0.8 201.81 0.5095
1325548800 20120103000000 0 0 0.1639 0 0 0 0 0 0.1974 0.0433 0.0801 98.83 101.02 922.37 0.72 194.42 0.5092
1325552400 20120103010000 0 0 0.159 0 0 0 0 0 0.1866 0.0443 0.072 98.88 100.93 921.83 0.65 187.38 0.5088
1325556000 20120103020000 0 0 0.1534 0 0 0 0 0 0.1766 0.0452 0.0648 98.92 100.84 921.32 0.58 180.72 0.5085
1325559600 20120103030000 0 0 0.1501 0 0 0 0 0 0.1673 0.0461 0.0582 98.97 100.76 920.84 0.52 174.42 0.5081
1325563200 20120103040000 0 0 0.1468 0 0 0 0 0 0.1586 0.0469 0.0523 99.02 100.68 920.39 0.47 168.48 0.5077
1325566800 20120103050000 0 0 0.1429 0 0 0 0 0 0.1506 0.0477 0.047 99.07 100.61 919.97 0.42 162.89 0.5073
1325570400 20120103060000 0 0 0.1401 0 0 0 0 0 0.1431 0.0484 0.0423 99.11 100.55 919.59 0.38 157.65 0.507
1325574000 20120103070000 0 0 0.1374 0 0 0 0 0 0.1363 0.0491 0.038 99.16 100.49 919.23 0.34 152.73 0.5066
1325577600 20120103080000 0 0.002 0.1346 0 0 0 0 0.002 0.13 0.0497 0.0342 99.22 100.43 918.9 0.31 148.12 0.5062
1325581200 20120103090000 1 0.0061 0.1329 0 0 0 0 0.0061 0.1241 0.0503 0.0307 98.78 100.38 918.6 0.78 144.81 0.5096
1325584800 20120103100000 0.6 0.0102 0.1362 0 0 0 0 0.0102 0.12 0.0508 0.0782 98.55 100.31 918.2 1.01 146.3 0.5114
1325588400 20120103110000 0 0.0143 0.1379 0 0 0 0 0.0143 0.1218 0.0507 0.1009 98.61 100.24 917.75 0.91 149.26 0.5109
1325592000 20120103120000 0 0.0224 0.1396 0 0 0 0 0.0223 0.1256 0.0504 0.0907 98.68 100.17 917.35 0.82 150.8 0.5103
1325595600 20120103130000 0 0.0204 0.1418 0 0 0 0 0.0204 0.1275 0.0503 0.0816 98.76 100.11 916.98 0.73 151.21 0.5098
1325599200 20120103140000 0.1 0.0163 0.1429 0 0 0 0 0.0163 0.128 0.0504 0.0733 98.77 100.05 916.64 0.71 150.86 0.5096
1325602800 20120103150000 0.4 0.0082 0.1418 0 0 0 0 0.0082 0.1276 0.0505 0.071 98.64 100 916.32 0.84 150.64 0.5107
1325606400 20120103160000 1.6 0 0.1434 0 0 0 0 0 0.1273 0.0506 0.0842 97.91 99.94 915.98 1.57 152.99 0.5164
1325610000 20120103170000 2.1 0 0.1529 0 0 0 0 0 0.1303 0.0503 0.1574 96.94 99.85 915.47 2.5 162.84 0.524
1325613600 20120103180000 0 0 0.18 0 0 0 0 0 0.1483 0.0489 0.2437 96.99 99.73 914.76 2.25 177.26 0.5236
1325617200 20120103190000 0 0 0.1972 0 0 0 0 0 0.1663 0.0475 0.2197 97.04 99.62 914.08 2.03 187.35 0.5233
1325620800 20120103200000 1.3 0 0.2105 0 0 0 0 0 0.1766 0.0467 0.2032 96.47 99.51 913.44 2.51 195.98 0.5277
1325624400 20120103210000 0 0 0.226 0 0 0 0 0 0.1928 0.0455 0.2443 96.51 99.38 912.69 2.26 205.69 0.5274
