"d" "date" "P" "ETpot" "Qobs" "fXG" "fXS" "hSmin" "Gobs" "ETact" "Q" "fGS" "fQS" "dV" "dVeq" "dG" "hS" "hQ" "W"
1325548800 20120103000000 0 0 0.159 0 0 0 0 0 0.1494 0.03 0.0043 88.59 89.5 853.33 405.98 0.01 0.5763
1325552400 20120103010000 0 0 0.1534 0 0 0 0 0 0.1412 0.0315 0.0032 88.62 89.43 852.95 395.33 0.01 0.576
1325556000 20120103020000 0 0 0.1501 0 0 0 0 0 0.1338 0.0329 0.0024 88.65 89.38 852.61 385.48 0.01 0.5758
1325559600 20120103030000 0 0 0.1468 0 0 0 0 0 0.1288 0.0339 0.0019 88.69 89.33 852.3 376.19 0.01 0.5755
1325563200 20120103040000 0 0 0.1429 0 0 0 0 0 0.1226 0.0352 0.0014 88.72 89.28 852.02 367.59 0 0.5752
1325566800 20120103050000 0 0 0.1401 0 0 0 0 0 0.117 0.0363 0.001 88.76 89.24 851.79 359.63 0 0.5749
1325570400 20120103060000 0 0 0.1374 0 0 0 0 0 0.1119 0.0374 0.0008 88.8 89.21 851.58 352.25 0 0.5746
1325574000 20120103070000 0 0.002 0.1346 0 0 0 0 0.002 0.1074 0.0384 0.0005 88.84 89.18 851.4 345.41 0 0.5743
1325577600 20120103080000 1 0.0061 0.1329 0 0 0 0 0.0061 0.1032 0.0393 0.0004 88.46 89.16 851.26 340.05 0.58 0.5773
1325581200 20120103090000 0.6 0.0102 0.1362 0 0 0 0 0.0102 0.1016 0.0397 0.1671 88.25 89.1 850.94 351.16 0.75 0.5789
1325584800 20120103100000 0 0.0143 0.1379 0 0 0 0 0.0143 0.1088 0.0383 0.1883 88.31 89.05 850.59 362.93 0.56 0.5785
1325588400 20120103110000 0 0.0224 0.1396 0 0 0 0 0.0224 0.114 0.0372 0.151 88.37 88.99 850.28 370.32 0.41 0.578
1325592000 20120103120000 0 0.0204 0.1418 0 0 0 0 0.0204 0.1187 0.0363 0.1101 88.42 88.95 850.01 373.06 0.3 0.5776
1325595600 20120103130000 0.1 0.0163 0.1429 0 0 0 0 0.0163 0.1205 0.036 0.0803 88.44 88.91 849.78 372.72 0.28 0.5775
1325599200 20120103140000 0.4 0.0082 0.1418 0 0 0 0 0.0082 0.1203 0.0361 0.074 88.31 88.88 849.58 372.09 0.43 0.5785
1325602800 20120103150000 1.6 0 0.1434 0 0 0 0 0 0.1199 0.0362 0.1159 87.67 88.84 849.34 376.92 1.24 0.5835
1325606400 20120103160000 2.1 0 0.1529 0 0 0 0 0 0.1314 0.0341 0.4227 86.84 88.74 848.71 411.56 2.04 0.5901
1325610000 20120103170000 0 0 0.18 0 0 0 0 0 0.159 0.0292 0.4927 86.87 88.61 847.93 447.85 1.55 0.5898
1325613600 20120103180000 0 0 0.1972 0 0 0 0 0 0.182 0.0256 0.379 86.89 88.49 847.2 470.1 1.16 0.5896
1325617200 20120103190000 1.3 0 0.2105 0 0 0 0 0 0.1984 0.0232 0.349 86.39 88.37 846.47 488.78 1.58 0.5936
1325620800 20120103200000 0 0 0.226 0 0 0 0 0 0.217 0.0206 0.387 86.41 88.23 845.64 507.85 1.19 0.5935
1325624400 20120103210000 0 0 0.2304 0 0 0 0 0 0.2307 0.0188 0.2972 86.43 88.11 844.87 516.39 0.89 0.5933
1325628000 20120103220000 0 0 0.2254 0 0 0 0 0 0.2367 0.0181 0.2221 86.44 87.99 844.17 516.75 0.66 0.5932
1325631600 20120103230000 0 0 0.2199 0 0 0 0 0 0.2356 0.0184 0.1661 86.46 87.88 843.52 511.64 0.5 0.593
1325635200 20120104000000 0 0 0.2116 0 0 0 0 0 0.2297 0.0193 0.1241 86.48 87.79 842.93 503.01 0.37 0.5929
1325638800 20120104010000 0 0 0.201 0 0 0 0 0 0.221 0.0206 0.0928 86.5 87.7 842.38 492.24 0.28 0.5927
1325642400 20120104020000 0 0 0.1927 0 0 0 0 0 0.2108 0.0222 0.0694 86.52 87.62 841.88 480.31 0.21 0.5925
1325646000 20120104030000 0 0 0.185 0 0 0 0 0 0.2 0.0238 0.0518 86.55 87.54 841.42 467.87 0.16 0.5924
1325649600 20120104040000 0.7 0 0.1783 0 0 0 0 0 0.1894 0.0255 0.0665 86.29 87.47 840.98 458.84 0.5 0.5944
1325653200 20120104050000 0.5 0 0.1734 0 0 0 0 0 0.1843 0.0264 0.1348 86.11 87.38 840.47 457.03 0.66 0.5958
1325656800 20120104060000 0.4 0 0.1706 0 0 0 0 0 0.1828 0.0267 0.178 85.98 87.3 839.93 459.62 0.72 0.5968
1325660400 20120104070000 0 0.0012 0.1695 0 0 0 0 0.0012 0.1849 0.0265 0.1937 86.01 87.2 839.37 463.14 0.53 0.5966
1325664000 20120104080000 0 0.0162 0.1684 0 0 0 0 0.0162 0.1879 0.0261 0.1412 86.05 87.12 838.85 461.07 0.38 0.5963
1325667600 20120104090000 0 0.0485 0.1662 0 0 0 0 0.0484 0.1862 0.0265 0.103 86.12 87.04 838.4 455.35 0.28 0.5957
1325671200 20120104100000 0.9 0.0286 0.1639 0 0 0 0 0.0285 0.1814 0.0273 0.0751 85.82 86.98 838 448.32 0.74 0.5981
1325674800 20120104110000 0.1 0.0884 0.1612 0 0 0 0 0.0882 0.1756 0.0283 0.1985 85.89 86.9 837.5 453.45 0.6 0.5975
1325678400 20120104120000 0 0.0672 0.1601 0 0 0 0 0.0671 0.1798 0.0277 0.1608 85.99 86.83 837.07 454.25 0.44 0.5968
1325682000 20120104130000 0 0.0373 0.1584 0 0 0 0 0.0372 0.1805 0.0277 0.1172 86.05 86.77 836.71 450.66 0.32 0.5963
1325685600 20120104140000 0 0.01 0.1578 0 0 0 0 0.01 0.1775 0.0282 0.0855 86.09 86.72 836.41 444.27 0.23 0.5959
1325689200 20120104150000 0 0.0025 0.1556 0 0 0 0 0.0025 0.1723 0.0291 0.0623 86.12 86.68 836.14 436.17 0.17 0.5957
1325692800 20120104160000 0 0 0.1523 0 0 0 0 0 0.1659 0.0302 0.0454 86.15 86.64 835.9 427.15 0.12 0.5955
1325696400 20120104170000 0 0 0.1484 0 0 0 0 0 0.1589 0.0315 0.0331 86.19 86.6 835.7 417.73 0.09 0.5952
1325700000 20120104180000 0.1 0 0.1462 0 0 0 0 0 0.1518 0.0328 0.0242 86.18 86.57 835.52 408.34 0.13 0.5953
1325703600 20120104190000 0 0 0.1429 0 0 0 0 0 0.1448 0.034 0.0336 86.21 86.55 835.35 400.62 0.09 0.595
1325707200 20120104200000 0.7 0 0.1412 0 0 0 0 0 0.1393 0.0351 0.0245 85.96 86.52 835.21 393.35 0.48 0.5969
1325710800 20120104210000 0.5 0 0.1412 0 0 0 0 0 0.1342 0.0361 0.1295 85.8 86.48 834.97 396.99 0.65 0.5982
1325714400 20120104220000 0.4 0 0.1451 0 0 0 0 0 0.1367 0.0357 0.1745 85.68 86.44 834.68 404.73 0.71 0.5992
1325718000 20120104230000 1.4 0 0.149 0 0 0 0 0 0.1422 0.0347 0.1914 85.15 86.38 834.35 414.51 1.36 0.6033
1325721600 20120105000000 1.3 0 0.1606 0 0 0 0 0 0.1572 0.0321 0.4046 84.67 86.29 833.76 443.76 1.74 0.6071
1325725200 20120105010000 2.3 0 0.1839 0 0 0 0 0 0.1852 0.0276 0.5617 83.8 86.15 832.94 486.47 2.57 0.6139
1325728800 20120105020000 1.4 0 0.2287 0 0 0 0 0 0.2289 0.0212 0.7073 83.28 85.98 831.87 537.84 2.72 0.6179
1325732400 20120105030000 1.9 0 0.2958 0 0 0 0 0 0.281 0.0145 0.7764 82.57 85.77 830.62 590.72 3.11 0.6234
1325736000 20120105040000 0.7 0 0.37 0 0 0 0 0 0.3394 0.0079 0.7926 82.32 85.55 829.25 637.53 2.75 0.6254
1325739600 20120105050000 3.3 0 0.4436 0 0 0 0 0 0.3978 0.0019 0.879 81.1 85.3 827.68 689.14 3.94 0.6348
1325743200 20120105060000 0.2 0 0.5134 0 0 0 0 0 0.4741 -0.0056 0.9559 81.02 85.01 825.93 736.96 3.1 0.6354
1325746800 20120105070000 0 0.0015 0.5334 0 0 0 0 0.0015 0.5261 -0.0107 0.7597 81.01 84.74 824.26 759.25 2.33 0.6355
1325750400 20120105080000 0 0.0134 0.5228 0 0 0 0 0.0134 0.5495 -0.0129 0.5833 81.01 84.48 822.69 761.33 1.74 0.6355
1325754000 20120105090000 0 0.0209 0.4902 0 0 0 0 0.0209 0.5464 -0.0123 0.436 81.02 84.25 821.23 749.04 1.3 0.6354
1325757600 20120105100000 0 0.0821 0.4392 0 0 0 0 0.082 0.5201 -0.0094 0.3191 81.09 84.03 819.89 727.93 0.98 0.6349
1325761200 20120105110000 0.1 0.0507 0.3849 0 0 0 0 0.0506 0.4858 -0.0057 0.2459 81.1 83.83 818.67 703.41 0.8 0.6348
1325764800 20120105120000 0.2 0.0328 0.3445 0 0 0 0 0.0327 0.4497 -0.0019 0.206 81.06 83.64 817.52 679.02 0.72 0.6351
1325768400 20120105130000 0 0.0836 0.3157 0 0 0 0 0.0835 0.4162 0.0016 0.1753 81.14 83.47 816.45 655 0.54 0.6345
1325772000 20120105140000 1 0.0119 0.293 0 0 0 0 0.0119 0.385 0.0049 0.1861 80.8 83.3 815.43 636.6 0.99 0.6371
1325775600 20120105150000 0 0.003 0.2836 0 0 0 0 0.003 0.3674 0.0069 0.2464 80.81 83.13 814.38 625.2 0.74 0.6371
1325779200 20120105160000 0 0 0.2742 0 0 0 0 0 0.3516 0.0088 0.1842 80.81 82.97 813.4 609.35 0.55 0.637
1325782800 20120105170000 0.1 0 0.2636 0 0 0 0 0 0.3316 0.0113 0.142 80.79 82.83 812.49 591.61 0.47 0.6372
1325786400 20120105180000 0 0 0.2553 0 0 0 0 0 0.3109 0.0138 0.1178 80.8 82.69 811.63 573.67 0.35 0.6371
1325790000 20120105190000 0.1 0 0.2454 0 0 0 0 0 0.2906 0.0165 0.0923 80.78 82.56 810.84 555.59 0.32 0.6372
1325793600 20120105200000 0.3 0 0.2354 0 0 0 0 0 0.2716 0.019 0.0935 80.69 82.44 810.08 539.97 0.42 0.6379
1325797200 20120105210000 0.1 0 0.2304 0 0 0 0 0 0.2565 0.0212 0.1091 80.68 82.32 809.35 527.45 0.37 0.638
1325800800 20120105220000 0 0 0.2249 0 0 0 0 0 0.244 0.023 0.0932 80.7 82.21 808.66 514.67 0.28 0.6379
1325804400 20120105230000 0.1 0 0.2199 0 0 0 0 0 0.2313 0.0249 0.074 80.69 82.1 808.03 501.53 0.27 0.6379
1325808000 20120106000000 0.2 0 0.2143 0 0 0 0 0 0.2192 0.0268 0.0755 80.65 82.01 807.43 490.04 0.32 0.6383
1325811600 20120106010000 0 0 0.2099 0 0 0 0 0 0.2093 0.0284 0.0798 80.67 81.92 806.86 479.93 0.24 0.6381
1325815200 20120106020000 0 0 0.2038 0 0 0 0 0 0.2 0.03 0.0596 80.71 81.83 806.34 468.89 0.18 0.6378
1325818800 20120106030000 0.1 0 0.1983 0 0 0 0 0 0.1904 0.0316 0.0489 80.7 81.76 805.86 457.99 0.19 0.6379
1325822400 20120106040000 0.2 0 0.1933 0 0 0 0 0 0.1836 0.0328 0.0517 80.66 81.68 805.41 448.28 0.27 0.6382
1325826000 20120106050000 0 0 0.1894 0 0 0 0 0 0.1756 0.0342 0.0719 80.7 81.61 804.97 441.34 0.2 0.6379
1325829600 20120106060000 0.2 0 0.1844 0 0 0 0 0 0.17 0.0353 0.0524 80.66 81.55 804.58 433.31 0.27 0.6382
1325833200 20120106070000 0.2 0 0.1806 0 0 0 0 0 0.1636 0.0365 0.0724 80.62 81.49 804.2 428.03 0.32 0.6385
1325836800 20120106080000 0 0.0188 0.1778 0 0 0 0 0.0188 0.1596 0.0373 0.087 80.68 81.43 803.83 424.49 0.24 0.638
1325840400 20120106090000 0 0.0602 0.1767 0 0 0 0 0.0601 0.1568 0.0378 0.0635 80.78 81.38 803.51 418.87 0.17 0.6373
1325844000 20120106100000 0 0.0702 0.175 0 0 0 0 0.0701 0.1526 0.0387 0.0463 80.89 81.34 803.26 412.04 0.13 0.6364
1325847600 20120106110000 0 0.0966 0.1706 0 0 0 0 0.0964 0.1475 0.0397 0.0337 81.02 81.3 803.06 404.53 0.09 0.6354
1325851200 20120106120000 0 0.0878 0.1678 0 0 0 0 0.0877 0.1421 0.0408 0.0246 81.15 81.28 802.94 396.77 0.07 0.6344
1325854800 20120106130000 0 0.0389 0.1645 0 0 0 0 0.0388 0.1366 0.0419 0.0179 81.23 81.28 802.89 389.05 0.05 0.6338
1325858400 20120106140000 0 0.0238 0.1612 0 0 0 0 0.0238 0.1312 0.043 0.0131 81.3 81.27 802.87 381.51 0.04 0.6332
1325862000 20120106150000 0 0.0038 0.1573 0 0 0 0 0.0038 0.1261 0.044 0.0095 81.35 81.27 802.88 374.25 0.03 0.6329
1325865600 20120106160000 0 0 0.1529 0 0 0 0 0 0.1213 0.045 0.007 81.39 81.28 802.91 367.32 0.02 0.6325
1325869200 20120106170000 0 0 0.149 0 0 0 0 0 0.1168 0.046 0.0051 81.44 81.29 802.96 360.74 0.01 0.6322
1325872800 20120106180000 0 0 0.1468 0 0 0 0 0 0.1126 0.0469 0.0037 81.49 81.3 803.03 354.53 0.01 0.6318
1325876400 20120106190000 0 0 0.1434 0 0 0 0 0 0.1088 0.0477 0.0027 81.54 81.31 803.11 348.7 0.01 0.6314
1325880000 20120106200000 0 0 0.1412 0 0 0 0 0 0.1052 0.0485 0.002 81.59 81.33 803.21 343.23 0.01 0.6311
1325883600 20120106210000 0 0 0.139 0 0 0 0 0 0.102 0.0493 0.0014 81.64 81.35 803.32 338.1 0 0.6307
1325887200 20120106220000 0 0 0.1362 0 0 0 0 0 0.0989 0.05 0.001 81.69 81.37 803.44 333.31 0 0.6303
1325890800 20120106230000 0 0 0.1346 0 0 0 0 0 0.0962 0.0506 0.0008 81.74 81.39 803.58 328.83 0 0.6299
1325894400 20120107000000 0 0 0.1329 0 0 0 0 0 0.0936 0.0512 0.0006 81.79 81.41 803.73 324.64 0 0.6295
1325898000 20120107010000 0 0 0.1307 0 0 0 0 0 0.0913 0.0518 0.0004 81.84 81.44 803.89 320.73 0 0.6291
1325901600 20120107020000 0.2 0 0.1296 0 0 0 0 0 0.0891 0.0523 0.0003 81.82 81.47 804.06 317.27 0.13 0.6292
1325905200 20120107030000 0.1 0 0.129 0 0 0 0 0 0.0872 0.0527 0.034 81.84 81.49 804.22 317.32 0.16 0.6291
1325908800 20120107040000 0.1 0 0.1279 0 0 0 0 0 0.0873 0.0527 0.0416 81.85 81.51 804.36 318.12 0.18 0.629
1325912400 20120107050000 0.6 0 0.1274 0 0 0 0 0 0.0877 0.0525 0.0472 81.68 81.54 804.51 319.92 0.51 0.6303
1325916000 20120107060000 0.6 0 0.1285 0 0 0 0 0 0.0901 0.0519 0.1518 81.51 81.54 804.55 331.88 0.73 0.6316
1325919600 20120107070000 0.1 0 0.1313 0 0 0 0 0 0.0976 0.05 0.1869 81.53 81.54 804.54 345.92 0.61 0.6315
1325923200 20120107080000 1.1 0.0081 0.1346 0 0 0 0 0.0081 0.1053 0.0482 0.1979 81.18 81.54 804.5 361.08 1.1 0.6342
1325926800 20120107090000 0 0.0374 0.1446 0 0 0 0 0.0373 0.1174 0.0455 0.2697 81.26 81.51 804.36 380.82 0.83 0.6335
1325930400 20120107100000 0 0.0407 0.149 0 0 0 0 0.0406 0.128 0.0433 0.2071 81.35 81.5 804.26 393.02 0.62 0.6329
1325934000 20120107110000 0 0.0325 0.1518 0 0 0 0 0.0324 0.134 0.0421 0.166 81.42 81.49 804.2 400.41 0.45 0.6323
1325937600 20120107120000 0.7 0.0423 0.1545 0 0 0 0 0.0422 0.1391 0.0411 0.1211 81.25 81.48 804.17 403.37 0.77 0.6337
1325941200 20120107130000 0.5 0.0228 0.1578 0 0 0 0 0.0228 0.1433 0.0403 0.2142 81.13 81.46 804.06 414.97 0.87 0.6346
1325944800 20120107140000 0.5 0.0114 0.1634 0 0 0 0 0.0114 0.1521 0.0387 0.2394 81 81.44 803.9 428.05 0.95 0.6356
1325948400 20120107150000 0 0.0049 0.1673 0 0 0 0 0.0049 0.1621 0.0369 0.237 81.04 81.41 803.72 439.22 0.71 0.6353
1325952000 20120107160000 2.6 0 0.1717 0 0 0 0 0 0.1683 0.0358 0.19 80.13 81.38 803.56 447.57 2.17 0.6423
1325955600 20120107170000 0.2 0 0.1767 0 0 0 0 0 0.1887 0.0324 0.5351 80.09 81.3 803.03 485.65 1.76 0.6426
1325959200 20120107180000 0 0 0.1855 0 0 0 0 0 0.2158 0.0282 0.4303 80.12 81.22 802.53 509.93 1.32 0.6424
1325962800 20120107190000 0 0 0.1922 0 0 0 0 0 0.2336 0.0257 0.3304 80.14 81.14 802.07 522.17 0.99 0.6422
1325966400 20120107200000 0 0 0.1933 0 0 0 0 0 0.243 0.0244 0.247 80.17 81.08 801.65 525.01 0.74 0.642
1325970000 20120107210000 0 0 0.1894 0 0 0 0 0 0.2441 0.0243 0.1846 80.19 81.02 801.27 521.49 0.55 0.6418
1325973600 20120107220000 0 0 0.185 0 0 0 0 0 0.2395 0.025 0.138 80.22 80.96 800.93 513.84 0.41 0.6416
1325977200 20120107230000 0 0 0.1789 0 0 0 0 0 0.2314 0.0263 0.1032 80.24 80.91 800.62 503.64 0.31 0.6414
1325980800 20120108000000 0 0 0.1722 0 0 0 0 0 0.2214 0.0278 0.0771 80.27 80.87 800.34 491.99 0.23 0.6412
1325984400 20120108010000 0 0 0.1667 0 0 0 0 0 0.2105 0.0295 0.0576 80.3 80.83 800.09 479.65 0.17 0.6409
1325988000 20120108020000 0 0 0.1617 0 0 0 0 0 0.1994 0.0313 0.0431 80.33 80.79 799.88 467.15 0.13 0.6407
1325991600 20120108030000 0 0 0.1573 0 0 0 0 0 0.1887 0.0331 0.0322 80.37 80.76 799.69 454.81 0.1 0.6404
1325995200 20120108040000 0 0 0.1529 0 0 0 0 0 0.1784 0.0348 0.0241 80.4 80.73 799.53 442.85 0.07 0.6402
1325998800 20120108050000 0 0 0.1495 0 0 0 0 0 0.1689 0.0365 0.018 80.44 80.71 799.39 431.41 0.05 0.6399
1326002400 20120108060000 0 0 0.1462 0 0 0 0 0 0.1601 0.0381 0.0135 80.48 80.69 799.28 420.56 0.04 0.6396
1326006000 20120108070000 0 0 0.1418 0 0 0 0 0 0.1519 0.0396 0.0101 80.52 80.68 799.19 410.34 0.03 0.6393
1326009600 20120108080000 0 0.0098 0.1385 0 0 0 0 0.0098 0.1463 0.0407 0.0081 80.57 80.67 799.12 400.58 0.02 0.6389
1326013200 20120108090000 0 0.0266 0.1351 0 0 0 0 0.0266 0.1393 0.0421 0.0059 80.64 80.66 799.08 391.42 0.02 0.6384
1326016800 20120108100000 0.1 0.0308 0.1313 0 0 0 0 0.0307 0.1329 0.0434 0.0043 80.68 80.66 799.07 382.97 0.08 0.6381
1326020400 20120108110000 0.1 0.0308 0.1285 0 0 0 0 0.0307 0.1271 0.0446 0.0202 80.71 80.66 799.07 376.81 0.12 0.6378
1326024000 20120108120000 0 0.0392 0.1263 0 0 0 0 0.0391 0.123 0.0454 0.0319 80.8 80.66 799.1 372.21 0.09 0.6371
1326027600 20120108130000 0 0.0294 0.1246 0 0 0 0 0.0294 0.12 0.0461 0.0232 80.88 80.67 799.15 367.11 0.06 0.6365
1326031200 20120108140000 0 0.0294 0.123 0 0 0 0 0.0294 0.1167 0.0468 0.0169 80.95 80.69 799.24 361.79 0.05 0.6359
1326034800 20120108150000 0 0.0042 0.1213 0 0 0 0 0.0042 0.1133 0.0475 0.0124 81 80.71 799.35 356.44 0.03 0.6355
1326038400 20120108160000 0 0 0.1185 0 0 0 0 0 0.11 0.0482 0.009 81.05 80.73 799.48 351.17 0.02 0.6352
1326042000 20120108170000 0 0 0.1163 0 0 0 0 0 0.1067 0.0489 0.0066 81.1 80.75 799.62 346.05 0.02 0.6348
1326045600 20120108180000 0 0 0.1141 0 0 0 0 0 0.1036 0.0496 0.0048 81.15 80.77 799.77 341.13 0.01 0.6344
1326049200 20120108190000 0 0 0.1124 0 0 0 0 0 0.1007 0.0503 0.0035 81.2 80.8 799.93 336.43 0.01 0.634
1326052800 20120108200000 0 0 0.1108 0 0 0 0 0 0.098 0.0509 0.0025 81.25 80.83 800.11 331.98 0.01 0.6336
1326056400 20120108210000 0 0 0.1091 0 0 0 0 0 0.0954 0.0515 0.0019 81.31 80.86 800.29 327.78 0.01 0.6332
1326060000 20120108220000 0 0 0.1069 0 0 0 0 0 0.093 0.0521 0.0014 81.36 80.89 800.48 323.81 0 0.6328
1326063600 20120108230000 0 0 0.1063 0 0 0 0 0 0.0908 0.0526 0.001 81.41 80.92 800.68 320.09 0 0.6324
1326067200 20120109000000 0 0 0.1047 0 0 0 0 0 0.0888 0.053 0.0007 81.47 80.95 800.89 316.59 0 0.632
1326070800 20120109010000 0 0 0.1036 0 0 0 0 0 0.0869 0.0535 0.0005 81.52 80.99 801.11 313.3 0 0.6316
1326074400 20120109020000 0 0 0.1019 0 0 0 0 0 0.0851 0.0539 0.0004 81.57 81.03 801.34 310.22 0 0.6311
1326078000 20120109030000 0.2 0 0.1008 0 0 0 0 0 0.0835 0.0543 0.0003 81.56 81.06 801.58 307.53 0.13 0.6313
1326081600 20120109040000 0.6 0 0.1008 0 0 0 0 0 0.082 0.0546 0.034 81.39 81.1 801.79 308.79 0.47 0.6326
1326085200 20120109050000 0.4 0 0.1019 0 0 0 0 0 0.0841 0.054 0.1348 81.3 81.12 801.9 319.66 0.59 0.6333
1326088800 20120109060000 0.2 0 0.103 0 0 0 0 0 0.0902 0.0524 0.1556 81.28 81.13 801.97 331.64 0.56 0.6334
1326092400 20120109070000 0 0 0.1047 0 0 0 0 0 0.0967 0.0508 0.1394 81.33 81.14 802.04 340.98 0.42 0.633
1326096000 20120109080000 0 0.0034 0.1063 0 0 0 0 0.0034 0.1006 0.0498 0.1118 81.38 81.15 802.12 347.08 0.3 0.6326
1326099600 20120109090000 0 0.0305 0.1069 0 0 0 0 0.0304 0.1043 0.049 0.0815 81.46 81.17 802.22 349.68 0.22 0.632
1326103200 20120109100000 0 0.0621 0.1069 0 0 0 0 0.062 0.1058 0.0486 0.0594 81.57 81.19 802.35 349.83 0.16 0.6312
1326106800 20120109110000 0 0.0508 0.1063 0 0 0 0 0.0507 0.1059 0.0485 0.0433 81.67 81.21 802.51 348.38 0.12 0.6304
1326110400 20120109120000 0 0.0339 0.1069 0 0 0 0 0.0338 0.105 0.0487 0.0316 81.76 81.25 802.71 345.87 0.09 0.6297
1326114000 20120109130000 0 0.0124 0.1058 0 0 0 0 0.0124 0.1035 0.049 0.023 81.82 81.28 802.92 342.71 0.06 0.6293
1326117600 20120109140000 0 0.0056 0.1041 0 0 0 0 0.0056 0.1016 0.0494 0.0168 81.87 81.32 803.15 339.16 0.05 0.6288
1326121200 20120109150000 0 0.0011 0.103 0 0 0 0 0.0011 0.0996 0.0499 0.0123 81.92 81.36 803.39 335.42 0.03 0.6284
1326124800 20120109160000 0 0 0.1014 0 0 0 0 0 0.0974 0.0503 0.0089 81.98 81.4 803.63 331.6 0.02 0.628
1326128400 20120109170000 0.1 0 0.0997 0 0 0 0 0 0.0952 0.0508 0.0065 81.99 81.44 803.88 327.92 0.08 0.6279
1326132000 20120109180000 0.3 0 0.098 0 0 0 0 0 0.0931 0.0513 0.0216 81.93 81.47 804.12 326.19 0.25 0.6284
1326135600 20120109190000 0.1 0 0.0969 0 0 0 0 0 0.0921 0.0515 0.0663 81.94 81.51 804.31 328.85 0.24 0.6283
1326139200 20120109200000 0 0 0.0964 0 0 0 0 0 0.0936 0.051 0.0652 82 81.54 804.5 331.1 0.18 0.6279
1326142800 20120109210000 0 0 0.0947 0 0 0 0 0 0.0949 0.0507 0.0475 82.05 81.57 804.7 331.43 0.13 0.6275
1326146400 20120109220000 0 0 0.0942 0 0 0 0 0 0.0951 0.0506 0.0346 82.1 81.6 804.9 330.45 0.09 0.6271
1326150000 20120109230000 0 0 0.093 0 0 0 0 0 0.0945 0.0507 0.0253 82.15 81.64 805.12 328.59 0.07 0.6267
1326153600 20120110000000 0 0 0.0919 0 0 0 0 0 0.0935 0.0509 0.0184 82.2 81.67 805.34 326.17 0.05 0.6263
1326157200 20120110010000 0 0 0.0908 0 0 0 0 0 0.0921 0.0512 0.0134 82.25 81.71 805.56 323.42 0.04 0.6259
1326160800 20120110020000 0 0 0.0897 0 0 0 0 0 0.0906 0.0515 0.0098 82.3 81.74 805.8 320.49 0.03 0.6255
1326164400 20120110030000 0 0 0.0892 0 0 0 0 0 0.089 0.0519 0.0071 82.36 81.78 806.04 317.5 0.02 0.6251
1326168000 20120110040000 0 0 0.0881 0 0 0 0 0 0.0874 0.0523 0.0052 82.41 81.82 806.28 314.51 0.01 0.6247
1326171600 20120110050000 0 0 0.087 0 0 0 0 0 0.0857 0.0526 0.0038 82.46 81.86 806.53 311.57 0.01 0.6243
1326175200 20120110060000 0 0 0.0864 0 0 0 0 0 0.0842 0.053 0.0028 82.52 81.91 806.79 308.73 0.01 0.6239
1326178800 20120110070000 0 0.0012 0.0853 0 0 0 0 0.0012 0.0827 0.0533 0.002 82.57 81.95 807.05 305.99 0.01 0.6234
1326182400 20120110080000 0 0.01 0.0842 0 0 0 0 0.01 0.0812 0.0536 0.0015 82.64 81.99 807.32 303.37 0 0.6229
1326186000 20120110090000 0 0.0212 0.0831 0 0 0 0 0.0212 0.0799 0.0539 0.0011 82.71 82.04 807.59 300.86 0 0.6223
1326189600 20120110100000 0 0.04 0.0825 0 0 0 0 0.0399 0.0786 0.0542 0.0008 82.81 82.08 807.88 298.46 0 0.6216
1326193200 20120110110000 0 0.0588 0.082 0 0 0 0 0.0587 0.0774 0.0545 0.0006 82.92 82.13 808.19 296.17 0 0.6207
1326196800 20120110120000 0 0.095 0.0814 0 0 0 0 0.0948 0.0762 0.0547 0.0004 83.07 82.19 808.53 293.97 0 0.6196
1326200400 20120110130000 0 0.05 0.0809 0 0 0 0 0.0499 0.0751 0.055 0.0003 83.18 82.25 808.91 291.94 0 0.6187
1326204000 20120110140000 0 0.0212 0.0803 0 0 0 0 0.0212 0.0741 0.0552 0.0002 83.25 82.31 809.3 290.04 0 0.6181
1326207600 20120110150000 0 0.0025 0.0803 0 0 0 0 0.0025 0.0732 0.0553 0.0002 83.31 82.38 809.71 288.27 0 0.6177
1326211200 20120110160000 0 0 0.0792 0 0 0 0 0 0.0723 0.0555 0.0001 83.37 82.44 810.11 286.6 0 0.6173
1326214800 20120110170000 0 0 0.0792 0 0 0 0 0 0.0715 0.0556 0.0001 83.42 82.51 810.5 285.03 0 0.6168
1326218400 20120110180000 0 0 0.0781 0 0 0 0 0 0.0707 0.0558 0.0001 83.48 82.57 810.9 283.53 0 0.6164
1326222000 20120110190000 0 0 0.0775 0 0 0 0 0 0.07 0.0559 0 83.54 82.63 811.28 282.13 0 0.6159
1326225600 20120110200000 0 0 0.077 0 0 0 0 0 0.0694 0.056 0 83.59 82.69 811.67 280.79 0 0.6155
1326229200 20120110210000 0 0 0.0764 0 0 0 0 0 0.0687 0.0561 0 83.65 82.76 812.06 279.53 0 0.6151
1326232800 20120110220000 0 0 0.0759 0 0 0 0 0 0.0681 0.0562 0 83.71 82.82 812.44 278.34 0 0.6146
1326236400 20120110230000 0 0 0.0748 0 0 0 0 0 0.0676 0.0563 0 83.76 82.88 812.82 277.21 0 0.6142
1326240000 20120111000000 0 0 0.0748 0 0 0 0 0 0.067 0.0563 0 83.82 82.94 813.19 276.15 0 0.6137
1326243600 20120111010000 0 0 0.0742 0 0 0 0 0 0.0665 0.0564 0 83.88 83 813.57 275.13 0 0.6133
