"d" "date" "P" "ETpot" "Qobs" "fXG" "fXS" "hSmin" "Gobs" "ETact" "Q" "fGS" "fQS" "dV" "dVeq" "dG" "hS" "hQ" "W"
1327672800 20120127140000 0 0.0598 0.0681 0 0 0 0 0.0597 0.073 0.051 0.0005 86.96 85.75 830.5 287.42 0 0.5891
1327676400 20120127150000 0 0.0203 0.067 0 0 0 0 0.0203 0.0719 0.0512 0.0004 87.03 85.84 831.01 285.36 0 0.5886
1327680000 20120127160000 0 0 0.0676 0 0 0 0 0 0.0709 0.0513 0.0003 87.08 85.92 831.52 283.43 0 0.5882
1327683600 20120127170000 0 0 0.067 0 0 0 0 0 0.07 0.0515 0.0002 87.13 86 832.02 281.6 0 0.5878
1327687200 20120127180000 0 0 0.0659 0 0 0 0 0 0.0691 0.0516 0.0001 87.18 86.08 832.5 279.86 0 0.5874
1327690800 20120127190000 0 0 0.0654 0 0 0 0 0 0.0683 0.0517 0.0001 87.24 86.16 832.97 278.22 0 0.5869
1327694400 20120127200000 0 0 0.0648 0 0 0 0 0 0.0675 0.0519 0.0001 87.29 86.23 833.44 276.66 0 0.5865
1327698000 20120127210000 0 0 0.0637 0 0 0 0 0 0.0668 0.052 0.0001 87.34 86.31 833.89 275.19 0 0.5861
1327701600 20120127220000 0 0 0.0631 0 0 0 0 0 0.0661 0.0521 0 87.39 86.38 834.33 273.79 0 0.5857
1327705200 20120127230000 0 0 0.0626 0 0 0 0 0 0.0655 0.0522 0 87.45 86.45 834.76 272.47 0 0.5853
1327708800 20120128000000 0 0 0.062 0 0 0 0 0 0.0648 0.0523 0 87.5 86.52 835.19 271.21 0 0.5849
1327712400 20120128010000 0 0 0.0615 0 0 0 0 0 0.0643 0.0523 0 87.55 86.59 835.61 270.02 0 0.5844
1327716000 20120128020000 0 0 0.0609 0 0 0 0 0 0.0637 0.0524 0 87.61 86.66 836.02 268.89 0 0.584
1327719600 20120128030000 0 0 0.0604 0 0 0 0 0 0.0632 0.0525 0 87.66 86.72 836.43 267.81 0 0.5836
1327723200 20120128040000 0 0 0.0598 0 0 0 0 0 0.0627 0.0525 0 87.71 86.79 836.83 266.79 0 0.5832
1327726800 20120128050000 0 0 0.0587 0 0 0 0 0 0.0623 0.0526 0 87.77 86.85 837.23 265.82 0 0.5828
1327730400 20120128060000 0 0 0.0582 0 0 0 0 0 0.0618 0.0526 0 87.82 86.92 837.62 264.9 0 0.5824
1327734000 20120128070000 0 0.0051 0.0576 0 0 0 0 0.0051 0.0614 0.0527 0 87.88 86.98 838 264.02 0 0.5819
1327737600 20120128080000 0 0.0416 0.0565 0 0 0 0 0.0415 0.061 0.0527 0 87.97 87.04 838.38 263.14 0 0.5811
1327741200 20120128090000 0 0.0841 0.0554 0 0 0 0 0.0839 0.0607 0.0527 0 88.11 87.11 838.78 262.26 0 0.5801
1327744800 20120128100000 0 0.0973 0.0548 0 0 0 0 0.0971 0.0603 0.0528 0 88.26 87.18 839.21 261.42 0 0.5789
1327748400 20120128110000 0 0.1105 0.0543 0 0 0 0 0.1103 0.0599 0.0528 0 88.42 87.25 839.67 260.59 0 0.5776
1327752000 20120128120000 0 0.1054 0.0537 0 0 0 0 0.1052 0.0595 0.0528 0 88.58 87.34 840.17 259.81 0 0.5763
1327755600 20120128130000 0 0.0872 0.0532 0 0 0 0 0.087 0.0592 0.0528 0 88.72 87.42 840.71 259.09 0 0.5752
1327759200 20120128140000 0 0.0527 0.0537 0 0 0 0 0.0526 0.0589 0.0528 0 88.83 87.51 841.26 258.42 0 0.5744
1327762800 20120128150000 0 0.0162 0.0543 0 0 0 0 0.0162 0.0586 0.0527 0 88.9 87.61 841.82 257.82 0 0.5738
1327766400 20120128160000 0 0 0.0543 0 0 0 0 0 0.0583 0.0527 0 88.95 87.7 842.38 257.26 0 0.5734
1327770000 20120128170000 0 0 0.0548 0 0 0 0 0 0.0581 0.0527 0 89 87.78 842.91 256.71 0 0.573
1327773600 20120128180000 0 0 0.0548 0 0 0 0 0 0.0579 0.0526 0 89.06 87.87 843.43 256.19 0 0.5726
1327777200 20120128190000 0 0 0.0543 0 0 0 0 0 0.0576 0.0526 0 89.11 87.95 843.94 255.69 0 0.5722
1327780800 20120128200000 0 0 0.0543 0 0 0 0 0 0.0574 0.0525 0 89.16 88.03 844.44 255.2 0 0.5717
1327784400 20120128210000 0 0 0.0532 0 0 0 0 0 0.0572 0.0525 0 89.22 88.11 844.92 254.73 0 0.5713
1327788000 20120128220000 0 0 0.0526 0 0 0 0 0 0.057 0.0525 0 89.27 88.19 845.39 254.27 0 0.5709
1327791600 20120128230000 0 0 0.0526 0 0 0 0 0 0.0568 0.0524 0 89.32 88.27 845.85 253.83 0 0.5705
1327795200 20120129000000 0 0 0.0521 0 0 0 0 0 0.0566 0.0524 0 89.37 88.34 846.3 253.41 0 0.5701
1327798800 20120129010000 0 0 0.0521 0 0 0 0 0 0.0564 0.0523 0 89.43 88.41 846.74 253 0 0.5696
1327802400 20120129020000 0 0 0.0515 0 0 0 0 0 0.0563 0.0523 0 89.48 88.48 847.18 252.6 0 0.5692
1327806000 20120129030000 0 0 0.051 0 0 0 0 0 0.0561 0.0523 0 89.53 88.55 847.6 252.21 0 0.5688
1327809600 20120129040000 0 0 0.051 0 0 0 0 0 0.0559 0.0522 0 89.59 88.62 848.02 251.84 0 0.5684
1327813200 20120129050000 0 0 0.0504 0 0 0 0 0 0.0558 0.0522 0 89.64 88.69 848.43 251.48 0 0.568
1327816800 20120129060000 0 0 0.0504 0 0 0 0 0 0.0556 0.0521 0 89.69 88.76 848.84 251.13 0 0.5675
1327820400 20120129070000 0 0.0008 0.0504 0 0 0 0 0.0008 0.0555 0.0521 0 89.74 88.82 849.24 250.79 0 0.5671
1327824000 20120129080000 0 0.0065 0.0498 0 0 0 0 0.0065 0.0553 0.0521 0 89.8 88.89 849.63 250.46 0 0.5667
1327827600 20120129090000 0 0.0089 0.0498 0 0 0 0 0.0089 0.0552 0.052 0 89.86 88.95 850.03 250.13 0 0.5662
1327831200 20120129100000 0 0.013 0.0487 0 0 0 0 0.013 0.0551 0.052 0 89.93 89.02 850.42 249.81 0 0.5656
1327834800 20120129110000 0 0.0138 0.0482 0 0 0 0 0.0138 0.0549 0.0519 0 90 89.08 850.81 249.49 0 0.5651
1327838400 20120129120000 0 0.0179 0.0482 0 0 0 0 0.0179 0.0548 0.0519 0 90.07 89.15 851.2 249.19 0 0.5646
1327842000 20120129130000 0 0.0228 0.0476 0 0 0 0 0.0228 0.0547 0.0519 0 90.14 89.21 851.59 248.88 0 0.564
1327845600 20120129140000 0 0.013 0.0471 0 0 0 0 0.013 0.0545 0.0518 0 90.21 89.28 851.99 248.6 0 0.5634
1327849200 20120129150000 0 0.0033 0.0471 0 0 0 0 0.0033 0.0544 0.0518 0 90.26 89.34 852.39 248.33 0 0.563
1327852800 20120129160000 0 0 0.0471 0 0 0 0 0 0.0543 0.0517 0 90.32 89.41 852.78 248.07 0 0.5626
1327856400 20120129170000 0 0 0.0471 0 0 0 0 0 0.0542 0.0517 0 90.37 89.47 853.17 247.81 0 0.5622
1327860000 20120129180000 0 0 0.0465 0 0 0 0 0 0.0541 0.0516 0 90.42 89.53 853.56 247.56 0 0.5618
1327863600 20120129190000 0 0 0.046 0 0 0 0 0 0.054 0.0516 0 90.47 89.6 853.94 247.32 0 0.5613
1327867200 20120129200000 0 0 0.046 0 0 0 0 0 0.0539 0.0515 0 90.52 89.66 854.31 247.08 0 0.5609
1327870800 20120129210000 0.1 0 0.0454 0 0 0 0 0 0.0538 0.0515 0 90.53 89.72 854.68 246.95 0.06 0.5609
1327874400 20120129220000 0 0 0.0454 0 0 0 0 0 0.0537 0.0514 0.015 90.58 89.78 855.03 248.22 0.04 0.5605
1327878000 20120129230000 0 0 0.0449 0 0 0 0 0 0.0543 0.0512 0.011 90.64 89.83 855.37 249.01 0.03 0.56
1327881600 20120130000000 0 0 0.0449 0 0 0 0 0 0.0546 0.051 0.008 90.69 89.89 855.72 249.45 0.02 0.5596
1327885200 20120130010000 0 0 0.0443 0 0 0 0 0 0.0548 0.0509 0.0058 90.74 89.95 856.06 249.64 0.02 0.5592
1327888800 20120130020000 0 0 0.0443 0 0 0 0 0 0.0549 0.0508 0.0043 90.79 90 856.4 249.66 0.01 0.5588
1327892400 20120130030000 0 0 0.0438 0 0 0 0 0 0.0549 0.0507 0.0031 90.84 90.06 856.73 249.55 0.01 0.5584
1327896000 20120130040000 0 0 0.0438 0 0 0 0 0 0.0548 0.0507 0.0023 90.89 90.11 857.07 249.36 0.01 0.558
1327899600 20120130050000 0 0 0.0432 0 0 0 0 0 0.0547 0.0506 0.0016 90.94 90.17 857.4 249.11 0 0.5576
1327903200 20120130060000 0 0 0.0426 0 0 0 0 0 0.0546 0.0506 0.0012 90.99 90.22 857.73 248.83 0 0.5572
1327906800 20120130070000 0 0.0011 0.0421 0 0 0 0 0.0011 0.0545 0.0505 0.0009 91.05 90.28 858.06 248.52 0 0.5568
1327910400 20120130080000 0 0.0053 0.0415 0 0 0 0 0.0053 0.0544 0.0505 0.0006 91.1 90.33 858.39 248.19 0 0.5563
1327914000 20120130090000 0 0.0106 0.041 0 0 0 0 0.0106 0.0543 0.0505 0.0005 91.16 90.39 858.72 247.85 0 0.5558
1327917600 20120130100000 0 0.0191 0.041 0 0 0 0 0.0191 0.0541 0.0505 0.0003 91.23 90.44 859.06 247.49 0 0.5553
1327921200 20120130110000 0 0.0149 0.041 0 0 0 0 0.0149 0.054 0.0504 0.0002 91.3 90.5 859.4 247.15 0 0.5548
1327924800 20120130120000 0 0.0117 0.0404 0 0 0 0 0.0117 0.0538 0.0504 0.0002 91.36 90.55 859.74 246.82 0 0.5543
1327928400 20120130130000 0 0.0149 0.0399 0 0 0 0 0.0149 0.0537 0.0504 0.0001 91.43 90.61 860.09 246.48 0 0.5537
1327932000 20120130140000 0 0.016 0.0399 0 0 0 0 0.016 0.0536 0.0504 0.0001 91.5 90.67 860.44 246.16 0 0.5532
1327935600 20120130150000 0 0.0064 0.0393 0 0 0 0 0.0064 0.0534 0.0503 0.0001 91.55 90.73 860.79 245.85 0 0.5528
1327939200 20120130160000 0 0 0.0393 0 0 0 0 0 0.0533 0.0503 0.0001 91.6 90.79 861.14 245.55 0 0.5524
1327942800 20120130170000 0 0 0.0393 0 0 0 0 0 0.0532 0.0503 0 91.65 90.84 861.49 245.26 0 0.5519
1327946400 20120130180000 0 0 0.0388 0 0 0 0 0 0.0531 0.0502 0 91.7 90.9 861.84 244.98 0 0.5515
1327950000 20120130190000 0 0 0.0388 0 0 0 0 0 0.0529 0.0502 0 91.76 90.96 862.19 244.71 0 0.5511
1327953600 20120130200000 0 0 0.0382 0 0 0 0 0 0.0528 0.0501 0 91.81 91.01 862.53 244.44 0 0.5507
1327957200 20120130210000 0 0 0.0382 0 0 0 0 0 0.0527 0.0501 0 91.86 91.07 862.87 244.18 0 0.5503
1327960800 20120130220000 0 0 0.0382 0 0 0 0 0 0.0526 0.0501 0 91.91 91.13 863.2 243.93 0 0.5499
1327964400 20120130230000 0 0 0.0377 0 0 0 0 0 0.0525 0.05 0 91.96 91.18 863.54 243.68 0 0.5495
1327968000 20120131000000 0 0 0.0377 0 0 0 0 0 0.0524 0.05 0 92.01 91.24 863.87 243.44 0 0.5491
1327971600 20120131010000 0 0 0.0366 0 0 0 0 0 0.0523 0.05 0 92.06 91.29 864.2 243.21 0 0.5487
1327975200 20120131020000 0 0 0.0371 0 0 0 0 0 0.0522 0.0499 0 92.11 91.34 864.53 242.98 0 0.5483
1327978800 20120131030000 0 0 0.036 0 0 0 0 0 0.0521 0.0499 0 92.16 91.4 864.86 242.76 0 0.5479
1327982400 20120131040000 0 0 0.0349 0 0 0 0 0 0.052 0.0498 0 92.21 91.45 865.18 242.54 0 0.5475
1327986000 20120131050000 0 0 0.0327 0 0 0 0 0 0.0519 0.0498 0 92.26 91.51 865.51 242.32 0 0.5471
1327989600 20120131060000 0 0 0.0316 0 0 0 0 0 0.0519 0.0498 0 92.31 91.56 865.83 242.12 0 0.5467
1327993200 20120131070000 0 0.0041 0.0316 0 0 0 0 0.0041 0.0518 0.0497 0 92.36 91.61 866.15 241.91 0 0.5463
1327996800 20120131080000 0 0.0264 0.0327 0 0 0 0 0.0263 0.0517 0.0497 0 92.44 91.67 866.47 241.68 0 0.5457
1328000400 20120131090000 0 0.0578 0.0332 0 0 0 0 0.0577 0.0516 0.0497 0 92.55 91.72 866.8 241.43 0 0.5448
1328004000 20120131100000 0 0.0825 0.0321 0 0 0 0 0.0823 0.0515 0.0496 0 92.68 91.78 867.16 241.16 0 0.5438
1328007600 20120131110000 0 0.0949 0.0316 0 0 0 0 0.0947 0.0514 0.0496 0 92.83 91.84 867.54 240.88 0 0.5426
1328011200 20120131120000 0 0.0924 0.031 0 0 0 0 0.0922 0.0513 0.0495 0 92.97 91.91 867.96 240.62 0 0.5415
1328014800 20120131130000 0 0.0767 0.0316 0 0 0 0 0.0765 0.0512 0.0495 0 93.1 91.99 868.42 240.37 0 0.5405
1328018400 20120131140000 0 0.0479 0.031 0 0 0 0 0.0478 0.0511 0.0494 0 93.19 92.07 868.89 240.16 0 0.5397
1328022000 20120131150000 0 0.0165 0.0305 0 0 0 0 0.0165 0.051 0.0493 0 93.26 92.15 869.37 239.98 0 0.5392
1328025600 20120131160000 0 0.0008 0.0305 0 0 0 0 0.0008 0.0509 0.0493 0 93.31 92.23 869.85 239.81 0 0.5388
1328029200 20120131170000 0 0 0.0299 0 0 0 0 0 0.0508 0.0492 0 93.36 92.3 870.31 239.65 0 0.5384
1328032800 20120131180000 0 0 0.0277 0 0 0 0 0 0.0508 0.0491 0 93.41 92.38 870.76 239.48 0 0.538
1328036400 20120131190000 0 0 0.026 0 0 0 0 0 0.0507 0.0491 0 93.46 92.45 871.21 239.31 0 0.5376
1328040000 20120131200000 0 0 0.0255 0 0 0 0 0 0.0506 0.049 0 93.51 92.52 871.64 239.15 0 0.5372
1328043600 20120131210000 0 0 0.026 0 0 0 0 0 0.0506 0.0489 0 93.56 92.59 872.06 238.98 0 0.5368
1328047200 20120131220000 0 0 0.0266 0 0 0 0 0 0.0505 0.0488 0 93.61 92.66 872.47 238.81 0 0.5364
1328050800 20120131230000 0 0 0.026 0 0 0 0 0 0.0504 0.0488 0 93.66 92.73 872.88 238.65 0 0.536
