Iter    Part1    Part2  
65   1.6664540E-03   1.5113968E-02  
66   4.3093340E-03   2.4964572E-03  
67   1.9365497E-03   1.5038693E-02  
68   5.2304843E-03   5.8369638E-03  
69   1.5656822E-03   1.4985923E-02  
70   1.8781336E-03   2.4974205E-03  
71   1.7251612E-03   5.8734581E-03  
72   1.9274615E-03   2.4853497E-03  
73   2.6798272E-03   6.4370432E-03  
74   7.7719517E-03   6.2438179E-03  
75   1.6681874E-03   5.5957174E-03  
76   2.0875519E-03   1.5095396E-02  
77   2.6744386E-03   6.1808293E-03  
78   3.7706075E-03   2.4759938E-03  
79   3.4266836E-03   1.5105642E-02  
80   3.1355640E-03   5.5621386E-03  
81   5.1018025E-03   2.5112179E-03  
82   7.2875268E-03   5.8962171E-03  
83   8.8220514E-03   1.4982526E-02  
84   3.6729846E-03   1.4946079E-02  
85   1.3212705E-03   2.5517959E-03  
86   1.6064272E-03   2.6387411E-03  
87   2.0402024E-03   5.8655053E-03  
88   2.6673433E-03   5.8113889E-03  
89   3.8503069E-03   1.5105596E-02  
90   3.6654469E-03   5.9909893E-03  
91   1.4434262E-03   5.4014107E-03  
92   9.9822411E-04   5.8990848E-03  
93   4.9340071E-03   5.5534796E-03  
94   2.0227647E-03   1.4974650E-02  
95   1.9427631E-03   5.8625985E-03  
96   1.0955509E-03   5.5734291E-03  
97   1.5349497E-03   1.5103226E-02  
98   1.5958584E-03   5.6470566E-03  
99   7.1014202E-04   5.9703816E-03  
100   7.6081174E-04   5.1517619E-03  
101   8.3539864E-04   4.9721221E-03  
102   9.4457110E-04   2.5121745E-03  
103   2.2315706E-03   2.5225487E-03  
104   9.1102482E-04   1.4774251E-02  
105   8.2289078E-04   1.4625851E-02  
106   7.1487011E-04   2.7443851E-03  
107   7.3487703E-04   5.8437655E-03  
108   7.3149925E-04   1.5026775E-02  
109   8.1918651E-04   5.9923297E-03  
110   8.4124473E-04   1.5090609E-02  
111   7.6735103E-04   5.6019778E-03  
112   7.4542675E-04   2.5042022E-03  
113   7.3585587E-04   5.4890166E-03  
114   7.1382636E-04   1.4960256E-02  
115   7.0035921E-04   2.5716403E-03  
116   7.0387357E-04   5.6991857E-03  
117   7.1167661E-04   2.6228164E-03  
118   7.5446005E-04   2.5240947E-03  
119   7.4191863E-04   5.4014529E-03  
120   7.1798462E-04   1.4992570E-02  
121   7.1634432E-04   6.1703694E-03  
122   7.0904762E-04   6.5440857E-03  
123   7.1043988E-04   2.4951155E-03  
124   7.0434206E-04   1.5082054E-02  
125   7.0932379E-04   2.4945656E-03  
126   7.1009753E-04   4.5162022E-03  
127   7.1333399E-04   1.4734382E-02  
128   7.1929630E-04   3.6196864E-03  
129   7.2183435E-04   2.5497349E-03  
130   7.1243225E-04   5.8631569E-03  
131   7.0322108E-04   2.4992718E-03  
132   6.9974558E-04   6.0206118E-03  
133   7.0054750E-04   6.2755183E-03  
134   7.0148690E-04   2.4811719E-03  
135   7.0087926E-04   5.9646479E-03  
136   7.0098379E-04   2.5269255E-03  
137   7.0081621E-04   2.5186774E-03  
138   7.0023721E-04   2.5457976E-03  
139   7.0000409E-04   1.5005242E-02  
140   6.9963121E-04   5.3593688E-03  
141   6.9954645E-04   3.4187331E-03  
142   6.9970537E-04   5.7087808E-03  
143   6.9956588E-04   1.4998926E-02  
144   6.9959557E-04   6.7019090E-03  
145   6.9968237E-04   6.0427667E-03  
146   6.9963182E-04   6.8276995E-03  
147   6.9964008E-04   5.6503855E-03  
