Iter  Part1  Part2  
71   7.9362596E-04   2.4686928E-03  
72   7.9362596E-04   2.4686928E-03  
73   7.9362596E-04   2.4686928E-03  
74   7.9362596E-04   2.4686928E-03  
75   7.9362596E-04   2.4686928E-03  
76   7.9362596E-04   2.4686928E-03  
77   7.9362596E-04   2.4686928E-03  
78   7.9362596E-04   2.4686928E-03  
79   7.9362596E-04   2.4686928E-03  
80   7.9362596E-04   2.4686928E-03  
81   7.9362596E-04   2.4686928E-03  
82   7.9362596E-04   2.4686928E-03  
83   7.9362596E-04   2.4686928E-03  
84   7.9362596E-04   2.4686928E-03  
85   7.9362596E-04   2.4686928E-03  
86   7.9362596E-04   2.4686928E-03  
87   7.9362596E-04   2.4686928E-03  
88   7.9362596E-04   2.4686928E-03  
89   7.9362596E-04   2.4686928E-03  
90   7.9362596E-04   2.4686928E-03  
91   7.9362596E-04   2.4686928E-03  
92   7.9362596E-04   2.4686928E-03  
93   7.9362596E-04   2.4686928E-03  
94   7.9362596E-04   2.4686928E-03  
95   7.9362596E-04   2.4686928E-03  
96   7.9362596E-04   2.4686928E-03  
97   7.9362596E-04   2.4686928E-03  
98   7.9362596E-04   2.4686928E-03  
99   7.1014202E-04   2.4686928E-03  
100   7.1014202E-04   2.4686928E-03  
101   7.1014202E-04   2.4686928E-03  
102   7.1014202E-04   2.4686928E-03  
103   7.1014202E-04   2.4686928E-03  
104   7.1014202E-04   2.4686928E-03  
105   7.1014202E-04   2.4686928E-03  
106   7.1014202E-04   2.4686928E-03  
107   7.1014202E-04   2.4686928E-03  
108   7.1014202E-04   2.4686928E-03  
109   7.1014202E-04   2.4686928E-03  
110   7.1014202E-04   2.4686928E-03  
111   7.1014202E-04   2.4686928E-03  
112   7.1014202E-04   2.4686928E-03  
113   7.1014202E-04   2.4686928E-03  
114   7.1014202E-04   2.4686928E-03  
115   7.0035921E-04   2.4686928E-03  
116   7.0035921E-04   2.4686928E-03  
117   7.0035921E-04   2.4686928E-03  
118   7.0035921E-04   2.4686928E-03  
119   7.0035921E-04   2.4686928E-03  
120   7.0035921E-04   2.4686928E-03  
121   7.0035921E-04   2.4686928E-03  
122   7.0035921E-04   2.4686928E-03  
123   7.0035921E-04   2.4686928E-03  
124   7.0035921E-04   2.4686928E-03  
125   7.0035921E-04   2.4686928E-03  
126   7.0035921E-04   2.4686928E-03  
127   7.0035921E-04   2.4686928E-03  
128   7.0035921E-04   2.4686928E-03  
129   7.0035921E-04   2.4686928E-03  
130   7.0035921E-04   2.4686928E-03  
131   7.0035921E-04   2.4686928E-03  
132   6.9974558E-04   2.4686928E-03  
133   6.9974558E-04   2.4686928E-03  
134   6.9974558E-04   2.4686928E-03  
135   6.9974558E-04   2.4686928E-03  
136   6.9974558E-04   2.4686928E-03  
137   6.9974558E-04   2.4686928E-03  
138   6.9974558E-04   2.4686928E-03  
139   6.9974558E-04   2.4686928E-03  
140   6.9963121E-04   2.4686928E-03  
141   6.9954645E-04   2.4686928E-03  
142   6.9954645E-04   2.4686928E-03  
143   6.9954645E-04   2.4686928E-03  
144   6.9954645E-04   2.4686928E-03  
145   6.9954645E-04   2.4686928E-03  
146   6.9954645E-04   2.4686928E-03  
147   6.9954645E-04   2.4686928E-03  
